video_id,fetch_date,rank_today,view_count,like_count,comment_count
T2CIgneroiE,2025-10-07,138,194383,19413,179
RpqI1Yq09nc,2025-10-07,139,54455,555,20
Nz2GLdh-50U,2025-10-07,140,50453,0,7
p7bGB6bVz1s,2025-10-07,141,27692,195,11
F6WmAYzsRzM,2025-10-07,142,179950,3065,1
LA-G8DKsuqA,2025-10-07,143,67452,474,18
jsO5GMp7oEA,2025-10-07,144,252078,806,7
1jjv0042tmg,2025-10-07,145,15091,45,1
3otA3_r1kGA,2025-10-07,146,157305,394,3
2hHKyNqphqk,2025-10-07,147,51459,4412,211
5tn9SWi3MQo,2025-10-07,148,30007,0,4
D5pRXv5FAhA,2025-10-07,149,24318,282,25
548Xe8E8jYs,2025-10-07,150,102199,0,16
MSkEMdA-ZYs,2025-10-07,151,10927,75,1
DeuHqdJDs5Q,2025-10-07,152,190686,7512,801
U5FgpBO2r3k,2025-10-07,153,425954,23540,1161
RzVQHdD8sPE,2025-10-07,154,28672,0,8
VN3jwDUpKks,2025-10-07,155,48310,378,7
4TgKtHNylz8,2025-10-07,156,469824,36153,2627
HOZPEYAUGlA,2025-10-07,157,185831,851,38
bmPv4W2L6XQ,2025-10-07,158,141672,3494,958
-25zAeAkegI,2025-10-07,159,3544270,178219,14775
5FifxnfDIIk,2025-10-07,160,1246080,16610,29
fgJE0ayfVF4,2025-10-07,161,13177,88,4
vAnXn7mDoq0,2025-10-07,162,345867,4071,238
YM_UxflJ6SY,2025-10-07,163,50500,404,10
T2r3TNngv4Y,2025-10-07,164,366036,7392,1
HorQBP4hswc,2025-10-07,165,62757,737,62
Tkdtj3DKwaE,2025-10-07,166,156054,2844,93
-1QMuc5518g,2025-10-07,167,36477,241,2
LH-zQFG-xb8,2025-10-07,168,54283,4444,547
CmbsfW0Ckb4,2025-10-07,169,666406,12920,514
o3kG9i8Q2X8,2025-10-07,170,62641,234,10
e-i-YBZBRsU,2025-10-07,171,22633,148,7
pHp7epS_7ws,2025-10-07,172,487005,2452,2
KxN7T7sL_L8,2025-10-07,173,40011,293,24
a4mitxibIAM,2025-10-07,174,24418,369,13
Iq1jMdMiWGo,2025-10-07,175,425087,736,8
BjJI7m-jj6k,2025-10-07,176,100356,9246,1257
D-3zkQZoZG0,2025-10-07,177,9659,3236,290
SvP8fBtisOs,2025-10-07,178,205064,9125,0
wMQh0N5PGKo,2025-10-07,179,110081,0,3
uAnVOlyxQd4,2025-10-07,180,67824,3537,292
aZ5EM1FWyvo,2025-10-07,181,33690,160,9
lMgZTSU1W88,2025-10-07,182,74380,313,3
PG_1lukPV84,2025-10-07,183,661981,4064,271
7o_9rXNHdl8,2025-10-07,184,103006,6105,18
v6KGFT7uUWA,2025-10-07,185,232057,1440,35
eWxkmlDgXX8,2025-10-07,186,133174,2271,0
SU6McXo-K6E,2025-10-07,187,5701,11340,1793
vjP_4amQhcA,2025-10-07,188,109714,1993,1
ff9t7upPv5Q,2025-10-07,189,18843,143,16
sXsTBsWqJTU,2025-10-07,190,112428,356,7
bW61Po_L6Qs,2025-10-07,191,117407,545,12
lPAQOoUMFE0,2025-10-07,192,1512890,147126,3557
WIxL6mvMDA4,2025-10-07,193,683431,18854,514
Cun4EC4YmHg,2025-10-07,194,220183,14658,76
0QMGfIZonr0,2025-10-07,195,20387,238,16
bOnQyghHxMk,2025-10-07,196,19542,0,5
jUzk7w2GiOs,2025-10-07,197,57687,207,5
2kbtcQn0x3I,2025-10-07,198,121647,2165,0
2jHh3jj-LWI,2025-10-07,199,25532,328,57
HhkqNs-U0Uw,2025-10-07,200,87033,752,13
